Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-13 00:00:00-05:00,43.642894695933464,44.39205023265054,43.524125115197776,44.346370697021484,1448000,0.0,0.0
2020-01-14 00:00:00-05:00,44.22758778173287,44.373764342748935,43.122127321228625,43.15867233276367,2155800,0.0,0.0
2020-01-15 00:00:00-05:00,43.012509938173835,43.131276037092874,42.190264333444404,42.58311462402344,2630800,0.0,0.0
2020-01-16 00:00:00-05:00,42.939412309178046,43.578936168254565,42.939412309178046,43.514984130859375,1687900,0.0,0.0
2020-01-17 00:00:00-05:00,43.68857295289127,43.79820453221736,42.84805836951615,42.875465393066406,1815800,0.0,0.0
2020-01-21 00:00:00-05:00,42.79324587640785,43.27745527014745,41.88877565636783,42.95769500732422,2663100,0.0,0.0
2020-01-22 00:00:00-05:00,43.231768080302494,43.990061548134186,42.48261260986328,42.48261260986328,2142800,0.0,0.0
2020-01-23 00:00:00-05:00,42.40952283013914,42.94854967046549,42.10803513171925,42.674468994140625,2146600,0.0,0.0
2020-01-24 00:00:00-05:00,42.711023962814636,42.966832188955976,41.2949372343347,41.50506591796875,2235400,0.0,0.0
2020-01-27 00:00:00-05:00,41.267516051201746,41.322333579113085,39.94279223536336,40.02501678466797,3440300,0.0,0.0
2020-01-28 00:00:00-05:00,40.874675778530445,42.290762365364714,40.61886409285127,41.559879302978516,6386900,0.0,0.0
2020-01-29 00:00:00-05:00,41.669516159094385,42.354719770168835,40.34478848065862,40.48183059692383,2517100,0.0,0.0
2020-01-30 00:00:00-05:00,39.72857961922737,40.34402645390206,38.84674377964686,39.912296295166016,2195300,0.24,0.0
2020-01-31 00:00:00-05:00,39.88473911028063,40.160315894164654,39.11313532853932,39.214176177978516,2789200,0.0,0.0
2020-02-03 00:00:00-05:00,39.563249397930534,39.62754973235665,38.791641880711815,38.83757019042969,2547200,0.0,0.0
2020-02-04 00:00:00-05:00,39.48975459833322,40.01334490284367,39.26929386291089,39.30603790283203,1287600,0.0,0.0
2020-02-05 00:00:00-05:00,39.80207258360701,40.38077545340572,39.627540143165376,40.233802795410156,1189500,0.0,0.0
2020-02-06 00:00:00-05:00,40.491008026437385,40.59204888285093,39.554056007229846,39.774513244628906,1285600,0.0,0.0
