Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-13 00:00:00-05:00,192.7920068578693,194.9755310713639,192.7920068578693,194.7432403564453,2202800,0.0,0.0
2020-01-14 00:00:00-05:00,194.7060826217205,196.05336595025355,192.364588214967,193.01499938964844,2499100,0.0,0.0
2020-01-15 00:00:00-05:00,194.01307414545147,194.42348869491653,192.82847110180722,193.3228302001953,1986000,0.8,0.0
2020-01-16 00:00:00-05:00,194.143674076911,195.03912536505942,193.91980769669502,194.92718505859375,2691600,0.0,0.0
2020-01-17 00:00:00-05:00,195.8785616271646,196.4848467200684,194.33952147889337,195.13235473632812,2584500,0.0,0.0
2020-01-21 00:00:00-05:00,193.54669879025485,196.02783097132115,193.08032120280845,195.0857391357422,2687200,0.0,0.0
2020-01-22 00:00:00-05:00,196.06511732999033,197.61349419728322,195.2722840420728,195.3282470703125,1873600,0.0,0.0
2020-01-23 00:00:00-05:00,195.31895278081436,196.63414116060227,194.8245936138387,196.51287841796875,2368400,0.0,0.0
2020-01-24 00:00:00-05:00,196.81132683934354,197.3616489345597,194.05970213054943,194.54473876953125,2348900,0.0,0.0
2020-01-27 00:00:00-05:00,191.38266891789033,193.86380069661246,191.07487228487722,192.66055297851562,1381300,0.0,0.0
2020-01-28 00:00:00-05:00,193.89179304318714,196.77401704413882,193.31348945068578,196.10243225097656,1810200,0.0,0.0
2020-01-29 00:00:00-05:00,196.51286543860348,197.00723880564283,193.81720338753433,193.9757843017578,1491600,0.0,0.0
2020-01-30 00:00:00-05:00,193.5466771985047,194.88051011809824,191.40133768903894,194.35816955566406,1579600,0.0,0.0
2020-01-31 00:00:00-05:00,194.47941747728748,195.53343518163214,190.28201997777768,191.41065979003906,1793600,0.0,0.0
2020-02-03 00:00:00-05:00,191.53195397614672,194.40484176943028,191.44800942197168,193.8265380859375,2345700,0.0,0.0
2020-02-04 00:00:00-05:00,195.8785646500099,199.41370010201405,195.64537588256943,198.23843383789062,2242800,0.0,0.0
2020-02-05 00:00:00-05:00,199.5070097836884,200.0386870810571,196.26102566267986,197.94931030273438,2102500,0.0,0.0
2020-02-06 00:00:00-05:00,198.67683551131122,199.96404209866964,198.033232217632,199.7588348388672,1611500,0.0,0.0
2020-02-07 00:00:00-05:00,198.99395390324375,199.04059450110313,196.89525509398172,197.35231018066406,1447700,0.0,0.0
2020-02-10 00:00:00-05:00,196.05579277618105,198.64885076305558,196.05579277618105,198.25709533691406,1421600,0.0,0.0
2020-02-11 00:00:00-05:00,199.03128574250456,199.5909302571124,197.5202128178231,197.87466430664062,1321000,0.0,0.0
2020-02-12 00:00:00-05:00,197.93064234202976,198.55558659205101,197.31502051984253,197.73477172851562,1801300,0.0,0.0
2020-02-13 00:00:00-05:00,195.75731811706106,199.18052779811194,195.26295902784233,198.1171875,1721200,0.0,0.0
