Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-13 00:00:00-05:00,72.2245418290707,72.2245418290707,70.94951492027721,71.43370056152344,9292200,0.0,0.0
2020-01-14 00:00:00-05:00,71.23740978349512,72.33337319797629,70.96750764710035,72.13707733154297,8876900,1.18,0.0
2020-01-15 00:00:00-05:00,72.1207157237032,73.51111032804685,72.1207157237032,73.0040283203125,8490100,0.0,0.0
2020-01-16 00:00:00-05:00,73.0449186087143,73.44568461861715,72.72594565548329,73.0040283203125,7073200,0.0,0.0
2020-01-17 00:00:00-05:00,72.89769834947947,73.01220113855379,71.80174129978695,71.97349548339844,10122300,0.0,0.0
2020-01-21 00:00:00-05:00,71.71177576729545,72.40697307302717,71.62180839644303,71.96531677246094,13552000,0.0,0.0
2020-01-22 00:00:00-05:00,71.99802386236173,72.11252664023743,71.2782912242954,71.32736206054688,6438900,0.0,0.0
2020-01-23 00:00:00-05:00,71.19651739610944,71.21287226453023,69.51167891177901,69.74068450927734,12266800,0.0,0.0
2020-01-24 00:00:00-05:00,69.87154623304632,69.91244276272218,67.68780633093714,68.32575225830078,13215400,0.0,0.0
2020-01-27 00:00:00-05:00,69.56075270557321,70.28048544078945,68.70197551565384,68.71833038330078,13832000,0.0,0.0
2020-01-28 00:00:00-05:00,69.51168578989159,69.51168578989159,68.40754798416583,68.51387023925781,8614400,0.0,0.0
2020-01-29 00:00:00-05:00,68.53840184527435,68.70197548139923,67.99041706039412,68.04766845703125,5703200,0.0,0.0
2020-01-30 00:00:00-05:00,67.54058323845938,67.71233742022656,66.39554912007752,66.88627624511719,10870000,0.0,0.0
2020-01-31 00:00:00-05:00,66.68999568920954,66.83721447068423,65.76579270768967,66.26469421386719,13870100,0.0,0.0
2020-02-03 00:00:00-05:00,66.50185546963606,67.55692196841781,66.18288260255466,67.31156158447266,10143700,0.0,0.0
2020-02-04 00:00:00-05:00,68.36665013073953,69.28267883364225,68.36665013073953,68.99642181396484,8251500,0.0,0.0
