short_window,long_window,ml_weight,max_depth,min_samples_split,n_estimators,sharpe_ratio,total_return,max_drawdown,train_accuracy,val_accuracy,test_accuracy,importance_OBV,importance_MA_Ratio_50,importance_Volatility,importance_BB_Width,importance_ADX,importance_MACD,importance_MA_Ratio_20,importance_Force_Index,importance_RSI,importance_BB_Position
5,20,0.3,5,10,100,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9437869822485208,0.8869047619047619,0.8870523415977961,0.01723059264227001,0.06343731656067371,0.011826934861080182,0.014251912669296518,0.021034101478350692,0.053193262118953345,0.2713587539712908,0.08589760581031025,0.26682526667711604,0.1949442532106586
5,20,0.3,5,10,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9452662721893491,0.8809523809523809,0.8870523415977961,0.015140023460668488,0.06255101161935153,0.011761004972369296,0.013437033871258528,0.019755158478944483,0.056676209205651557,0.23746053568838424,0.057438619467163124,0.3357691874086685,0.19001121582754008
5,20,0.3,8,2,50,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9585798816568047,0.8988095238095238,0.8925619834710744,0.023981954835566723,0.07120611054465574,0.01556421024058417,0.016454241539002826,0.029259662747975618,0.0612717369681863,0.26199190373223386,0.09387994745748159,0.2871046967821925,0.13928553515212067
5,20,0.3,8,2,100,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9571005917159763,0.8988095238095238,0.8898071625344353,0.022858645982637562,0.06863784563372964,0.01792439423593536,0.01739422114397309,0.02635559198433696,0.05750653472243797,0.26127194935072606,0.08358398149639731,0.2576912645902864,0.18677557085953955
5,20,0.3,8,2,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9600591715976331,0.8928571428571429,0.8898071625344353,0.02146443686756735,0.06362514733408342,0.018325233064369582,0.015534220543023872,0.024127344712346226,0.05899249642776425,0.23491275769274775,0.05928810029126341,0.3238020883353711,0.17992817473146308
5,20,0.3,8,5,50,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9585798816568047,0.8988095238095238,0.8925619834710744,0.023981954835566723,0.07120611054465574,0.01556421024058417,0.016454241539002826,0.029259662747975618,0.0612717369681863,0.26199190373223386,0.09387994745748159,0.2871046967821925,0.13928553515212067
5,20,0.3,8,5,100,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9571005917159763,0.8988095238095238,0.8898071625344353,0.022858645982637562,0.06863784563372964,0.01792439423593536,0.01739422114397309,0.02635559198433696,0.05750653472243797,0.26127194935072606,0.08358398149639731,0.2576912645902864,0.18677557085953955
5,20,0.3,8,5,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9600591715976331,0.8928571428571429,0.8898071625344353,0.02146443686756735,0.06362514733408342,0.018325233064369582,0.015534220543023872,0.024127344712346226,0.05899249642776425,0.23491275769274775,0.05928810029126341,0.3238020883353711,0.17992817473146308
5,20,0.3,8,10,50,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9541420118343196,0.8988095238095238,0.8842975206611571,0.02373198750788999,0.06827864117106934,0.016217770032333968,0.014174697347374848,0.03515422342319008,0.06596571070856444,0.2575977113807875,0.0991561643562009,0.2792135044054811,0.14050958966710778
5,20,0.3,8,10,100,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9556213017751479,0.8869047619047619,0.8925619834710744,0.022576118614017014,0.06428960716729572,0.01624088093518254,0.015881114630100036,0.02811580239851601,0.05915155598518648,0.2614354424668769,0.08635649455794615,0.25604691651417094,0.18990606673070823
5,20,0.3,8,10,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9571005917159763,0.8869047619047619,0.8898071625344353,0.020415524888851597,0.06285645207998498,0.01696181923625388,0.01548293878930053,0.025677203998300407,0.060678156102386166,0.23163325431550105,0.05950141067190989,0.32110103250997035,0.18569220740754105
